file,code,label
CWE190_Integer_Overflow__char_max_multiply_72a.cpp,"    data = ' ';
",1
CWE190_Integer_Overflow__unsigned_int_rand_preinc_42.c,"        ++data;
",1
CWE190_Integer_Overflow__int_connect_socket_postinc_52a.c,"{
",1
CWE78_OS_Command_Injection__char_file_system_83a.cpp,"int main(int argc, char * argv[])
",1
CWE415_Double_Free__new_delete_array_int_08.cpp,"        delete [] data;
",1
CWE369_Divide_by_Zero__float_fgets_01.c,"        int result = (int)(100.0 / data);
",1
CWE590_Free_Memory_Not_on_Heap__free_long_static_08.c,"    free(data);
",1
CWE190_Integer_Overflow__int64_t_fscanf_multiply_05.c,"            int64_t result = data * 2;
",1
CWE190_Integer_Overflow__short_rand_add_81_bad.cpp,"        short result = data + 1;
",1
CWE78_OS_Command_Injection__char_file_popen_53a.c,"    data = data_buf;
",1
CWE590_Free_Memory_Not_on_Heap__free_long_declare_01.c,"    free(data);
",1
CWE457_Use_of_Uninitialized_Variable__int64_t_01.c,"    printLongLongLine(data);
",1
CWE190_Integer_Overflow__char_max_add_15.c,"        char result = data + 1;
",1
CWE690_NULL_Deref_From_Return__int_malloc_10.c,"        data[0] = 5;
",1
CWE190_Integer_Overflow__int_fgets_square_10.c,"            int result = data * data;
",1
CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_13.c,"                printIntLine(data[i]);
",1
CWE190_Integer_Overflow__char_fscanf_postinc_08.c,"            data++;
",1
CWE134_Uncontrolled_Format_String__char_file_snprintf_52a.c,"    char * data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_char_static_31.cpp,"        delete data;
",1
CWE252_Unchecked_Return_Value__char_fread_17.c,"            fread((char *)data, sizeof(char), (size_t)(100-1), stdin);
",1
CWE190_Integer_Overflow__unsigned_int_max_multiply_65a.c,"    unsigned int data;
",1
CWE369_Divide_by_Zero__int_connect_socket_modulo_83a.cpp,,1
CWE134_Uncontrolled_Format_String__char_environment_vprintf_01.c,"        vprintf(data, args);
",1
CWE369_Divide_by_Zero__int_rand_modulo_74a.cpp,"    int data;
",1
CWE690_NULL_Deref_From_Return__int_malloc_04.c,"        data[0] = 5;
",1
CWE197_Numeric_Truncation_Error__int_rand_to_short_15.c,"        short shortData = (short)data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_class_placement_new_02.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int_fscanf_multiply_43.cpp,"        int result = data * 2;
",1
CWE190_Integer_Overflow__unsigned_int_rand_multiply_17.c,"            unsigned int result = data * 2;
",1
CWE690_NULL_Deref_From_Return__fopen_03.c,"        fclose(data);
",1
CWE590_Free_Memory_Not_on_Heap__delete_struct_placement_new_44.cpp,"    delete data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_long_declare_10.cpp,"    delete data;
",1
CWE690_NULL_Deref_From_Return__struct_calloc_18.c,"    data[0].intOne = 1;
",1
CWE415_Double_Free__new_delete_char_64a.cpp,"    data = NULL;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int_static_44.cpp,"    delete [] data;
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_66a.c,"    int dataArray[5];
",1
CWE134_Uncontrolled_Format_String__char_file_fprintf_45.c,"    fprintf(stdout, data);
",1
CWE190_Integer_Overflow__char_max_multiply_63a.c,"    data = ' ';
",1
CWE197_Numeric_Truncation_Error__int_fgets_to_short_84_bad.cpp,"        short shortData = (short)data;
",1
CWE476_NULL_Pointer_Dereference__int_13.c,"        printIntLine(*data);
",1
CWE457_Use_of_Uninitialized_Variable__new_int_array_no_init_09.cpp,"                printIntLine(data[i]);
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_static_72a.cpp,"    vector<int64_t *> dataVector;
",1
CWE190_Integer_Overflow__int64_t_max_preinc_07.c,"            ++data;
",1
CWE252_Unchecked_Return_Value__char_fprintf_10.c,"        fprintf(stdout, ""%s\n"", ""string"");
",1
CWE252_Unchecked_Return_Value__char_puts_06.c,"        PUTS(""string"");
",1
CWE563_Unused_Variable__unused_uninit_variable_int_74a.cpp,"    int data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_long_alloca_33.cpp,"        delete data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_declare_82_bad.cpp,"    delete data;
",1
CWE78_OS_Command_Injection__char_environment_system_34.c,"        if (SYSTEM(data) != 0)
",1
CWE415_Double_Free__new_delete_long_83_bad.cpp,"    delete data;
",1
CWE401_Memory_Leak__char_calloc_84a.cpp,"
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_declare_03.cpp,"    delete data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_class_declare_41.cpp,"    delete [] data;
",1
CWE369_Divide_by_Zero__int_connect_socket_modulo_61a.c,"    printIntLine(100 % data);
",1
CWE590_Free_Memory_Not_on_Heap__delete_class_declare_63a.cpp,"    TwoIntsClass * data;
",1
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_51a.c,"
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_05.cpp,"            printIntLine(data[i].intOne);
",1
CWE134_Uncontrolled_Format_String__char_console_printf_81a.cpp,"    char * data;
",1
CWE676_Use_of_Potentially_Dangerous_Function__basic_03.cpp,"            cin >> charBuffer;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_rand_11.cpp,"                myString = new char[data];
",1
CWE252_Unchecked_Return_Value__char_fgets_06.c,"            fgets(data, 100, stdin);
",1
CWE190_Integer_Overflow__short_fscanf_multiply_68a.c,"    data = 0;
",1
CWE190_Integer_Overflow__int_connect_socket_preinc_09.c,"            ++data;
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_fgets_01.c,"            myString = (char *)malloc(data*sizeof(char));
",1
CWE457_Use_of_Uninitialized_Variable__long_17.c,"        printLongLine(data);
",1
CWE197_Numeric_Truncation_Error__int_fgets_to_char_63a.c,"    int data;
",1
CWE415_Double_Free__new_delete_class_43.cpp,"    delete data;
",1
CWE401_Memory_Leak__malloc_realloc_int_17.c,"            data = (int *)realloc(data, (130000)*sizeof(int));
",1
CWE190_Integer_Overflow__char_fscanf_multiply_18.c,"        char result = data * 2;
",1
CWE134_Uncontrolled_Format_String__char_listen_socket_fprintf_68a.c,"{
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_long_declare_02.cpp,"    delete [] data;
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_alloca_no_init_12.cpp,"            printIntLine(data[i].intTwo);
",1
CWE197_Numeric_Truncation_Error__int_listen_socket_to_short_01.c,"        short shortData = (short)data;
",1
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_10.c,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__short_fscanf_preinc_21.c,"            ++data;
",1
CWE690_NULL_Deref_From_Return__long_realloc_06.c,"        data[0] = 5L;
",1
CWE134_Uncontrolled_Format_String__char_console_vprintf_16.c,"        vprintf(data, args);
",1
CWE690_NULL_Deref_From_Return__int_calloc_15.c,"        data[0] = 5;
",1
CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_02.c,"                printIntLine(data[i]);
",1
CWE690_NULL_Deref_From_Return__fopen_32.c,"        fclose(data);
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_add_12.c,"            unsigned int result = data + 1;
",1
CWE190_Integer_Overflow__int_fscanf_postinc_01.c,"        data++;
",1
CWE476_NULL_Pointer_Dereference__struct_82a.cpp,"    twoIntsStruct * data;
",1
CWE78_OS_Command_Injection__char_environment_execlp_53a.c,"    data = dataBuffer;
",1
CWE190_Integer_Overflow__int_fgets_postinc_21.c,"            data++;
",1
CWE590_Free_Memory_Not_on_Heap__delete_long_declare_41.cpp,"    delete data;
",1
CWE190_Integer_Overflow__char_fscanf_add_64a.c,"    fscanf (stdin, ""%c"", &data);
",1
CWE590_Free_Memory_Not_on_Heap__free_int_declare_81_bad.cpp,"    free(data);
",1
CWE190_Integer_Overflow__int_max_add_45.c,"        int result = data + 1;
",1
CWE190_Integer_Overflow__int_fscanf_preinc_51a.c,"{
",1
CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_07.c,"                printIntLine(data[i]);
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_placement_new_05.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int_fgets_postinc_08.c,"            data++;
",1
CWE457_Use_of_Uninitialized_Variable__double_03.c,"        printDoubleLine(data);
",1
CWE190_Integer_Overflow__short_fscanf_preinc_65a.c,"{
",1
CWE190_Integer_Overflow__short_fscanf_postinc_31.c,"            data++;
",1
CWE190_Integer_Overflow__int_fscanf_multiply_09.c,"            int result = data * 2;
",1
CWE190_Integer_Overflow__int_max_preinc_41.c,"        ++data;
",1
CWE415_Double_Free__malloc_free_long_13.c,"        free(data);
",1
CWE190_Integer_Overflow__char_max_preinc_17.c,"            ++data;
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_04.c,"        short shortData = (short)data;
",1
CWE134_Uncontrolled_Format_String__char_environment_vprintf_52a.c,"    char dataBuffer[100] = """";
",1
CWE690_NULL_Deref_From_Return__int64_t_calloc_84_bad.cpp,"    data[0] = 5LL;
",1
CWE590_Free_Memory_Not_on_Heap__delete_long_placement_new_09.cpp,"    delete data;
",1
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_13.c,"            data = (twoIntsStruct *)realloc(data, (130000)*sizeof(twoIntsStruct));
",1
CWE190_Integer_Overflow__int_max_postinc_13.c,"            data++;
",1
CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_03.c,"                printIntLine(data[i]);
",1
CWE134_Uncontrolled_Format_String__char_console_snprintf_32.c,"            SNPRINTF(dest, 100-1, data);
",1
CWE401_Memory_Leak__int64_t_calloc_64a.c,"    data = NULL;
",1
CWE252_Unchecked_Return_Value__char_fwrite_03.c,"        fwrite((char *)""string"", sizeof(char), strlen(""string""), stdout);
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_65a.c,"{
",1
CWE690_NULL_Deref_From_Return__struct_calloc_34.c,"        data[0].intTwo = 1;
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_declare_partial_init_18.c,"            printIntLine(data[i].intOne);
",1
CWE457_Use_of_Uninitialized_Variable__double_04.c,"        printDoubleLine(data);
",1
CWE134_Uncontrolled_Format_String__char_console_vprintf_44.c,"        vprintf(data, args);
",1
CWE190_Integer_Overflow__unsigned_int_rand_preinc_65a.c,"{
",1
CWE590_Free_Memory_Not_on_Heap__free_int64_t_static_07.c,"    free(data);
",1
CWE401_Memory_Leak__char_malloc_81a.cpp,"{
",1
CWE415_Double_Free__new_delete_long_44.cpp,"    delete data;
",1
CWE690_NULL_Deref_From_Return__struct_calloc_65a.c,"{
",1
CWE369_Divide_by_Zero__int_listen_socket_divide_06.c,"        printIntLine(100 / data);
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_declare_45.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int_fgets_add_04.c,"            int result = data + 1;
",1
CWE190_Integer_Overflow__char_fscanf_add_34.c,"            char result = data + 1;
",1
CWE190_Integer_Overflow__unsigned_int_max_preinc_10.c,"            ++data;
",1
CWE190_Integer_Overflow__int64_t_fscanf_add_82_bad.cpp,"        int64_t result = data + 1;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_char_static_67a.cpp,"    char * data;
",1
CWE690_NULL_Deref_From_Return__int64_t_malloc_12.c,"        data[0] = 5LL;
",1
CWE134_Uncontrolled_Format_String__char_file_vprintf_43.cpp,"        vprintf(data, args);
",1
CWE252_Unchecked_Return_Value__char_scanf_15.c,"        scanf(""%99s\0"", data);
",1
CWE190_Integer_Overflow__unsigned_int_max_add_04.c,"            unsigned int result = data + 1;
",1
CWE401_Memory_Leak__malloc_realloc_twoIntsStruct_04.c,"            data = (twoIntsStruct *)realloc(data, (130000)*sizeof(twoIntsStruct));
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_14.cpp,"            printIntLine(data[i].intTwo);
",1
CWE190_Integer_Overflow__short_rand_add_02.c,"            short result = data + 1;
",1
CWE190_Integer_Overflow__int64_t_fscanf_add_17.c,"            int64_t result = data + 1;
",1
CWE190_Integer_Overflow__unsigned_int_rand_multiply_02.c,"            unsigned int result = data * 2;
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_declare_partial_init_62a.cpp,"            printIntLine(data[i].intOne);
",1
CWE401_Memory_Leak__int64_t_calloc_52a.c,"
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_long_declare_65a.cpp,"{
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_char_alloca_01.cpp,"    delete [] data;
",1
CWE197_Numeric_Truncation_Error__short_large_21.c,"        char charData = (char)data;
",1
CWE252_Unchecked_Return_Value__char_fread_05.c,"            fread((char *)data, sizeof(char), (size_t)(100-1), stdin);
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_fgets_04.cpp,"                myString = new char[data];
",1
CWE369_Divide_by_Zero__int_rand_modulo_14.c,"        printIntLine(100 % data);
",1
CWE134_Uncontrolled_Format_String__char_file_vprintf_81_bad.cpp,"        vprintf(data, args);
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_char_static_10.cpp,"    delete [] data;
",1
CWE134_Uncontrolled_Format_String__char_file_printf_33.cpp,"        printf(data);
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_01.cpp,"        printIntLine(data[i].intOne);
",1
CWE690_NULL_Deref_From_Return__struct_realloc_84_bad.cpp,"    data[0].intTwo = 1;
",1
CWE369_Divide_by_Zero__float_zero_83_bad.cpp,"        int result = (int)(100.0 / data);
",1
CWE197_Numeric_Truncation_Error__short_listen_socket_18.c,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__int64_t_fscanf_preinc_17.c,"            ++data;
",1
CWE401_Memory_Leak__new_array_TwoIntsClass_64a.cpp,"    data = NULL;
",1
CWE252_Unchecked_Return_Value__char_fprintf_13.c,"        fprintf(stdout, ""%s\n"", ""string"");
",1
CWE416_Use_After_Free__malloc_free_char_16.c,"        printLine(data);
",1
CWE197_Numeric_Truncation_Error__int_rand_to_short_31.c,"            short shortData = (short)data;
",1
CWE197_Numeric_Truncation_Error__int_large_to_short_61a.c,"        short shortData = (short)data;
",1
CWE134_Uncontrolled_Format_String__char_file_vprintf_66a.c,"    char * dataArray[5];
",1
CWE190_Integer_Overflow__char_fscanf_multiply_03.c,"            char result = data * 2;
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_18.c,"        char charData = (char)data;
",1
CWE476_NULL_Pointer_Dereference__int64_t_17.c,"        printLongLongLine(*data);
",1
CWE415_Double_Free__new_delete_array_char_13.cpp,"        delete [] data;
",1
CWE190_Integer_Overflow__unsigned_int_max_preinc_63a.c,"    unsigned int data;
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_81a.cpp,"    fscanf (stdin, ""%u"", &data);
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_class_declare_05.cpp,"    delete [] data;
",1
CWE190_Integer_Overflow__char_rand_multiply_15.c,"            char result = data * 2;
",1
CWE416_Use_After_Free__new_delete_array_char_11.cpp,"        printLine(data);
",1
CWE590_Free_Memory_Not_on_Heap__free_int_declare_63a.c,"    int * data;
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_09.cpp,"            printIntLine(data[i].intOne);
",1
CWE690_NULL_Deref_From_Return__struct_calloc_62a.cpp,"    data[0].intTwo = 1;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_declare_01.cpp,"    delete data;
",1
CWE457_Use_of_Uninitialized_Variable__double_array_declare_no_init_18.c,"            printDoubleLine(data[i]);
",1
CWE190_Integer_Overflow__unsigned_int_rand_postinc_52a.c,"{
",1
CWE134_Uncontrolled_Format_String__char_file_fprintf_10.c,"        fprintf(stdout, data);
",1
CWE190_Integer_Overflow__int_fgets_multiply_42.c,"        int result = data * 2;
",1
CWE401_Memory_Leak__new_array_struct_twoIntsStruct_81a.cpp,"{
",1
CWE190_Integer_Overflow__int64_t_rand_postinc_13.c,"            data++;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_listen_socket_32.cpp,"                myString = new char[data];
",1
CWE190_Integer_Overflow__unsigned_int_max_preinc_64a.c,"    data = UINT_MAX;
",1
CWE415_Double_Free__malloc_free_long_84a.cpp,"    data = NULL;
",1
CWE416_Use_After_Free__new_delete_array_struct_13.cpp,"        printStructLine(&data[0]);
",1
CWE190_Integer_Overflow__short_rand_square_10.c,"            short result = data * data;
",1
CWE190_Integer_Overflow__short_max_add_45.c,"        short result = data + 1;
",1
CWE134_Uncontrolled_Format_String__char_listen_socket_vprintf_67a.c,"    char dataBuffer[100] = """";
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_fscanf_08.cpp,"                myString = new char[data];
",1
CWE190_Integer_Overflow__int_connect_socket_multiply_03.c,"            int result = data * 2;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_placement_new_82_bad.cpp,"    delete data;
",1
CWE563_Unused_Variable__unused_value_char_04.c,"        data = 'Z';
",1
CWE190_Integer_Overflow__short_max_square_11.c,"            short result = data * data;
",1
CWE369_Divide_by_Zero__int_fgets_divide_43.cpp,"    printIntLine(100 / data);
",1
CWE190_Integer_Overflow__int64_t_fscanf_square_51a.c,"{
",1
CWE134_Uncontrolled_Format_String__char_environment_vprintf_63a.c,"    char dataBuffer[100] = """";
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_static_08.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int64_t_fscanf_multiply_16.c,"            int64_t result = data * 2;
",1
CWE190_Integer_Overflow__short_fscanf_add_82a.cpp,"    data = 0;
",1
CWE78_OS_Command_Injection__char_file_system_32.c,"        if (SYSTEM(data) != 0)
",1
CWE78_OS_Command_Injection__char_environment_system_84a.cpp,"
",1
CWE134_Uncontrolled_Format_String__char_connect_socket_printf_34.c,"        printf(data);
",1
CWE78_OS_Command_Injection__char_listen_socket_execl_65a.c,"{
",1
CWE369_Divide_by_Zero__float_fscanf_31.c,"            int result = (int)(100.0 / data);
",1
CWE690_NULL_Deref_From_Return__int_realloc_82_bad.cpp,"    data[0] = 5;
",1
CWE134_Uncontrolled_Format_String__char_listen_socket_vprintf_43.cpp,"        vprintf(data, args);
",1
CWE134_Uncontrolled_Format_String__char_file_fprintf_63a.c,"{
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_char_alloca_44.cpp,"    delete [] data;
",1
CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_05.c,"                printIntLine(data[i]);
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_62a.cpp,"            printIntLine(data[i].intOne);
",1
CWE590_Free_Memory_Not_on_Heap__delete_long_declare_44.cpp,"    delete data;
",1
CWE78_OS_Command_Injection__char_connect_socket_popen_21.c,"        pipe = POPEN(data, ""w"");
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_listen_socket_11.cpp,"                myString = new char[data];
",1
CWE78_OS_Command_Injection__char_environment_popen_05.c,"        pipe = POPEN(data, ""w"");
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int_declare_09.cpp,"    delete [] data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int_alloca_33.cpp,"        delete [] data;
",1
CWE415_Double_Free__new_delete_array_struct_61a.cpp,"    delete [] data;
",1
CWE369_Divide_by_Zero__int_rand_modulo_03.c,"        printIntLine(100 % data);
",1
CWE78_OS_Command_Injection__char_console_execlp_17.c,"    EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE190_Integer_Overflow__unsigned_int_rand_multiply_31.c,"            unsigned int result = data * 2;
",1
CWE415_Double_Free__new_delete_int64_t_81_bad.cpp,"    delete data;
",1
CWE134_Uncontrolled_Format_String__char_connect_socket_vprintf_15.c,"        vprintf(data, args);
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_alloca_partial_init_02.cpp,"            printIntLine(data[i].intOne);
",1
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_17.c,"        char charData = (char)data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_class_declare_16.cpp,"    delete [] data;
",1
CWE134_Uncontrolled_Format_String__char_console_vprintf_51a.c,"    char dataBuffer[100] = """";
",1
CWE190_Integer_Overflow__int64_t_max_add_15.c,"        int64_t result = data + 1;
",1
CWE415_Double_Free__malloc_free_long_18.c,"    free(data);
",1
CWE690_NULL_Deref_From_Return__int64_t_malloc_31.c,"        data[0] = 5LL;
",1
CWE190_Integer_Overflow__int_connect_socket_preinc_34.c,"            ++data;
",1
CWE665_Improper_Initialization__char_cat_22a.c,"    char * data;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_connect_socket_08.cpp,"                myString = new char[data];
",1
CWE476_NULL_Pointer_Dereference__int64_t_11.c,"        printLongLongLine(*data);
",1
CWE415_Double_Free__new_delete_array_struct_82_bad.cpp,"    delete [] data;
",1
CWE416_Use_After_Free__return_freed_ptr_14.c,"        return reversedString;
",1
CWE690_NULL_Deref_From_Return__struct_malloc_51a.c,"{
",1
CWE78_OS_Command_Injection__char_file_execlp_22a.c,"    EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_static_44.cpp,"    delete data;
",1
CWE690_NULL_Deref_From_Return__char_realloc_83a.cpp,"
",1
CWE416_Use_After_Free__malloc_free_long_43.cpp,"    printLongLine(data[0]);
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_68a.c,"    unsigned int data;
",1
CWE78_OS_Command_Injection__char_listen_socket_execl_05.c,"    EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE190_Integer_Overflow__unsigned_int_rand_add_68a.c,"    unsigned int data;
",1
CWE78_OS_Command_Injection__char_connect_socket_popen_68a.c,"    {
",1
CWE369_Divide_by_Zero__int_fgets_modulo_01.c,"    printIntLine(100 % data);
",1
CWE369_Divide_by_Zero__int_fgets_modulo_15.c,"        printIntLine(100 % data);
",1
CWE690_NULL_Deref_From_Return__long_realloc_73a.cpp,"    long * data;
",1
CWE78_OS_Command_Injection__char_file_system_82a.cpp,"    char * data;
",1
CWE369_Divide_by_Zero__float_fscanf_06.c,"            int result = (int)(100.0 / data);
",1
CWE415_Double_Free__new_delete_struct_84_bad.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int64_t_rand_square_21.c,"            int64_t result = data * data;
",1
CWE401_Memory_Leak__malloc_realloc_int64_t_10.c,"            data = (int64_t *)realloc(data, (130000)*sizeof(int64_t));
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_static_82_bad.cpp,"    delete data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_declare_12.cpp,"    delete [] data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_long_static_02.cpp,"    delete data;
",1
CWE415_Double_Free__malloc_free_struct_12.c,"        free(data);
",1
CWE415_Double_Free__malloc_free_long_10.c,"        free(data);
",1
CWE190_Integer_Overflow__int64_t_max_postinc_68a.c,"    int64_t data;
",1
CWE197_Numeric_Truncation_Error__int_rand_to_char_43.cpp,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_84_bad.cpp,"        unsigned int result = data * data;
",1
CWE190_Integer_Overflow__int64_t_fscanf_add_72a.cpp,"    int64_t data;
",1
CWE190_Integer_Overflow__int64_t_max_preinc_64a.c,"    data = LLONG_MAX;
",1
CWE134_Uncontrolled_Format_String__char_file_printf_18.c,"    printf(data);
",1
CWE134_Uncontrolled_Format_String__char_console_vprintf_41.c,"        vprintf(data, args);
",1
CWE78_OS_Command_Injection__char_connect_socket_system_22a.c,"    if (SYSTEM(data) != 0)
",1
CWE190_Integer_Overflow__int_listen_socket_add_82_bad.cpp,"        int result = data + 1;
",1
CWE690_NULL_Deref_From_Return__struct_realloc_32.c,"        data[0].intOne = 1;
",1
CWE197_Numeric_Truncation_Error__int_rand_to_char_18.c,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__int64_t_max_square_33.cpp,"            int64_t result = data * data;
",1
CWE190_Integer_Overflow__short_max_multiply_42.c,"        short result = data * 2;
",1
CWE190_Integer_Overflow__int64_t_fscanf_multiply_33.cpp,"            int64_t result = data * 2;
",1
CWE190_Integer_Overflow__int_rand_preinc_31.c,"            ++data;
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_alloca_partial_init_13.cpp,"            printIntLine(data[i].intOne);
",1
CWE190_Integer_Overflow__int_fgets_preinc_15.c,"        ++data;
",1
CWE78_OS_Command_Injection__char_file_popen_18.c,"        pipe = POPEN(data, ""w"");
",1
CWE190_Integer_Overflow__int64_t_max_multiply_45.c,"        int64_t result = data * 2;
",1
CWE415_Double_Free__new_delete_array_int64_t_06.cpp,"        delete [] data;
",1
CWE190_Integer_Overflow__unsigned_int_rand_add_02.c,"            unsigned int result = data + 1;
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_10.c,"        short shortData = (short)data;
",1
CWE369_Divide_by_Zero__int_zero_divide_01.c,"    printIntLine(100 / data);
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_33.cpp,"            unsigned int result = data * data;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_listen_socket_41.cpp,"            myString = new char[data];
",1
CWE190_Integer_Overflow__char_max_postinc_10.c,"            data++;
",1
CWE415_Double_Free__new_delete_int64_t_34.cpp,"        delete data;
",1
CWE134_Uncontrolled_Format_String__char_listen_socket_vprintf_84_bad.cpp,"        vprintf(data, args);
",1
CWE401_Memory_Leak__int64_t_calloc_81a.cpp,"{
",1
CWE78_OS_Command_Injection__char_console_popen_81a.cpp,"            {
",1
CWE476_NULL_Pointer_Dereference__struct_73a.cpp,"    twoIntsStruct * data;
",1
CWE369_Divide_by_Zero__float_rand_18.c,"        int result = (int)(100.0 / data);
",1
CWE190_Integer_Overflow__int_max_postinc_07.c,"            data++;
",1
CWE190_Integer_Overflow__int_fscanf_multiply_52a.c,"    int data;
",1
CWE190_Integer_Overflow__int_fscanf_add_43.cpp,"        int result = data + 1;
",1
CWE134_Uncontrolled_Format_String__char_file_printf_62a.cpp,"    printf(data);
",1
CWE415_Double_Free__new_delete_class_07.cpp,"        delete data;
",1
CWE401_Memory_Leak__new_twoIntsStruct_81a.cpp,"{
",1
CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_11.c,"                printIntLine(data[i]);
",1
CWE190_Integer_Overflow__short_max_add_51a.c,"{
",1
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_45.c,"        char charData = (char)data;
",1
CWE369_Divide_by_Zero__int_rand_modulo_73a.cpp,"    int data;
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_rand_65a.c,"    data = 0;
",1
CWE190_Integer_Overflow__int_connect_socket_add_03.c,"            int result = data + 1;
",1
CWE690_NULL_Deref_From_Return__char_calloc_63a.c,"{
",1
CWE415_Double_Free__new_delete_array_int_81_bad.cpp,"    delete [] data;
",1
CWE369_Divide_by_Zero__int_zero_divide_18.c,"    printIntLine(100 / data);
",1
CWE369_Divide_by_Zero__int_zero_divide_03.c,"        printIntLine(100 / data);
",1
CWE78_OS_Command_Injection__char_environment_system_68a.c,"    char data_buf[100] = FULL_COMMAND;
",1
CWE369_Divide_by_Zero__int_fgets_modulo_07.c,"        printIntLine(100 % data);
",1
CWE197_Numeric_Truncation_Error__short_rand_33.cpp,"            char charData = (char)data;
",1
CWE78_OS_Command_Injection__char_file_popen_63a.c,"    char data_buf[100] = FULL_COMMAND;
",1
